primarypropertytype,taxparcelidentificationnumber,neighborhood,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,listofallpropertyusetypes,largestpropertyusetype,energystarscore,steamuse,naturalgas,totalghgemissions,zipcode,longitude,age
Small- and Mid-Sized Office,5464300065,NORTHWEST,1,3,24696,6300,"Office, Parking",Office,87.0,False,False,4.35,98133.0,-122.33424,40
Low-Rise Multifamily,5468300000,NORTHWEST,1,4,20806,0,Multifamily Housing,Multifamily Housing,82.0,False,False,4.02,98133.0,-122.3335,44
Mid-Rise Multifamily,5470160000,EAST,1,7,43142,0,Multifamily Housing,Multifamily Housing,67.0,False,True,13.27,98102.0,-122.32626,17
Low-Rise Multifamily,5479500000,EAST,1,3,47544,0,"Multifamily Housing, Parking",Multifamily Housing,,False,True,70.11,98102.0,-122.32306,38
Low-Rise Multifamily,5479650000,DOWNTOWN,1,3,20583,0,Multifamily Housing,Multifamily Housing,,False,False,3.3,98104.0,-122.33461,118
Mid-Rise Multifamily,5491300000,BALLARD,1,6,37877,0,Multifamily Housing,Multifamily Housing,9.0,False,True,22.83,98107.0,-122.3881,17
K-12 School,6411600312,NORTHWEST,1,1,45174,0,K-12 School,K-12 School,84.0,False,True,68.89,98125.0,-122.32959,67
Worship Facility,6411600330,NORTHWEST,1,1,24955,0,Worship Facility,Worship Facility,47.0,False,True,21.87,98125.0,-122.32824,21
Low-Rise Multifamily,6413600215,NORTH,1,4,62566,0,"Multifamily Housing, Parking",Multifamily Housing,88.0,False,False,9.56,98125.0,-122.31898,28
Mid-Rise Multifamily,4458770000,DELRIDGE,1,5,77501,0,"Multifamily Housing, Parking",Multifamily Housing,83.0,False,True,65.27,98126.0,-122.37287,26
Low-Rise Multifamily,4468400160,NORTHWEST,1,3,40362,0,Multifamily Housing,Multifamily Housing,97.0,False,False,4.8,98133.0,-122.33364,46
Low-Rise Multifamily,4468400195,NORTHWEST,1,4,25160,0,Multifamily Housing,Multifamily Housing,94.0,False,False,3.42,98133.0,-122.33319,50
Low-Rise Multifamily,4468400220,NORTHWEST,1,4,26254,0,Multifamily Housing,Multifamily Housing,73.0,False,False,4.35,98133.0,-122.33227,52
Mid-Rise Multifamily,4468500000,MAGNOLIA / QUEEN ANNE,1,7,40248,0,"Multifamily Housing, Parking",Multifamily Housing,47.0,False,False,10.87,98119.0,-122.36296,55
Low-Rise Multifamily,5014800000,EAST,1,3,34629,0,"Multifamily Housing, Parking",Multifamily Housing,68.0,False,True,7.37,98112.0,-122.29516,15
Mid-Rise Multifamily,5015200000,EAST,1,5,38430,0,Multifamily Housing,Multifamily Housing,,False,False,9.43,98112.0,-122.2765,38
Low-Rise Multifamily,5015500000,EAST,1,4,32366,0,Multifamily Housing,Multifamily Housing,89.0,False,False,5.61,98112.0,-122.27642,59
Low-Rise Multifamily,5457800191,MAGNOLIA / QUEEN ANNE,1,3,27246,0,Multifamily Housing,Multifamily Housing,97.0,False,True,14.77,98109.0,-122.35236,66
Low-Rise Multifamily,5457801235,MAGNOLIA / QUEEN ANNE,1,4,25082,0,Multifamily Housing,Multifamily Housing,,False,False,3.31,98109.0,-122.34992,60
Low-Rise Multifamily,5457801250,MAGNOLIA / QUEEN ANNE,1,3,145085,0,"Multifamily Housing, Parking, Senior Care Community",Multifamily Housing,96.0,False,True,139.27,98109.0,-122.34923,17
Low-Rise Multifamily,5457801380,DOWNTOWN,1,4,47276,0,Multifamily Housing,Multifamily Housing,92.0,False,True,28.61,98109.0,-122.32971,97
Low-Rise Multifamily,5457801400,MAGNOLIA / QUEEN ANNE,1,4,22344,0,Multifamily Housing,Multifamily Housing,,False,True,20.76,98109.0,-122.3486,113
Low-Rise Multifamily,5457801460,MAGNOLIA / QUEEN ANNE,1,3,22331,0,Multifamily Housing,Multifamily Housing,88.0,False,True,18.01,98109.0,-122.34847,66
Senior Care Community,5457801520,MAGNOLIA / QUEEN ANNE,1,3,56380,0,"Parking, Senior Care Community",Senior Care Community,100.0,False,True,42.57,98109.0,-122.34843,17
Other,5016001680,CENTRAL,1,3,34074,0,Other/Specialty Hospital,Other/Specialty Hospital,,False,True,286.33,98112.0,-122.29688,32
Hotel,5017300000,DOWNTOWN,1,10,392552,22225,"Hotel, Parking",Hotel,23.0,False,True,423.57,98104.0,-122.3361,17
Low-Rise Multifamily,5036300005,MAGNOLIA / QUEEN ANNE,1,4,35835,0,"Multifamily Housing, Parking",Multifamily Housing,95.0,False,False,5.19,98199.0,-122.38806,46
Low-Rise Multifamily,5036300165,MAGNOLIA / QUEEN ANNE,1,4,30000,0,Multifamily Housing,Multifamily Housing,89.0,False,False,4.15,98199.0,-122.39163,55
Low-Rise Multifamily,5036300260,MAGNOLIA / QUEEN ANNE,1,4,25959,0,Multifamily Housing,Multifamily Housing,61.0,False,False,4.71,98199.0,-122.39162,55
Low-Rise Multifamily,5036300270,MAGNOLIA / QUEEN ANNE,1,4,25326,0,Multifamily Housing,Multifamily Housing,85.0,False,False,3.85,98199.0,-122.39186,55
Low-Rise Multifamily,5036300290,MAGNOLIA / QUEEN ANNE,1,4,37086,0,Multifamily Housing,Multifamily Housing,86.0,False,False,5.37,98199.0,-122.39234,56
Low-Rise Multifamily,5036300350,MAGNOLIA / QUEEN ANNE,1,4,56104,0,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,45.0,False,False,11.29,98199.0,-122.39099,54
Low-Rise Multifamily,5036300461,MAGNOLIA / QUEEN ANNE,1,4,23705,0,"Multifamily Housing, Parking",Multifamily Housing,53.0,False,False,8.1,98199.0,-122.39014,55
Mid-Rise Multifamily,5036300600,MAGNOLIA / QUEEN ANNE,1,5,28185,0,Multifamily Housing,Multifamily Housing,73.0,False,False,5.14,98199.0,-122.3891,53
Mid-Rise Multifamily,5036300605,MAGNOLIA / QUEEN ANNE,1,5,39900,0,Multifamily Housing,Multifamily Housing,80.0,False,False,5.88,98199.0,-122.39078,53
Mid-Rise Multifamily,5036300620,MAGNOLIA / QUEEN ANNE,1,5,40560,0,Multifamily Housing,Multifamily Housing,48.0,False,False,8.66,98199.0,-122.39078,55
Mid-Rise Multifamily,5036300640,MAGNOLIA / QUEEN ANNE,1,5,44687,0,Multifamily Housing,Multifamily Housing,65.0,False,False,8.29,98199.0,-122.39027,55
Mid-Rise Multifamily,5036300675,MAGNOLIA / QUEEN ANNE,1,5,32441,0,Multifamily Housing,Multifamily Housing,56.0,False,False,5.91,98199.0,-122.38877,50
Mid-Rise Multifamily,5036300680,MAGNOLIA / QUEEN ANNE,1,5,33466,0,Multifamily Housing,Multifamily Housing,79.0,False,False,5.38,98199.0,-122.38881,50
Mid-Rise Multifamily,5036300690,MAGNOLIA / QUEEN ANNE,1,5,36178,0,Multifamily Housing,Multifamily Housing,76.0,False,False,5.79,98199.0,-122.38887,50
Low-Rise Multifamily,5036300750,MAGNOLIA / QUEEN ANNE,1,4,29588,0,Multifamily Housing,Multifamily Housing,84.0,False,False,4.72,98199.0,-122.38842,49
Low-Rise Multifamily,5036300930,MAGNOLIA / QUEEN ANNE,1,4,34602,0,Multifamily Housing,Multifamily Housing,85.0,False,False,5.28,98199.0,-122.38782,49
Low-Rise Multifamily,5037800000,MAGNOLIA / QUEEN ANNE,1,4,32452,0,Multifamily Housing,Multifamily Housing,100.0,False,False,2.45,98199.0,-122.38937,55
Worship Facility,6413600295,NORTH,1,2,76475,0,"Other - Education, Worship Facility",Worship Facility,,False,True,67.33,98125.0,-122.32084,62
K-12 School,6413600296,NORTH,1,2,32961,0,K-12 School,K-12 School,86.0,False,True,62.94,98125.0,-122.32171,35
Low-Rise Multifamily,6414100161,NORTH,1,3,28470,0,"Multifamily Housing, Parking",Multifamily Housing,71.0,False,False,4.8,98125.0,-122.31924,37
Mid-Rise Multifamily,6420800000,SOUTHWEST,1,5,31299,0,Multifamily Housing,Multifamily Housing,34.0,False,True,15.5,98116.0,-122.38716,17
Other,6430500081,NORTHWEST,1,1,27376,14570,"Library, Parking",Library,,False,True,26.67,98103.0,-122.35496,19
Low-Rise Multifamily,5039100000,MAGNOLIA / QUEEN ANNE,1,4,24444,0,Multifamily Housing,Multifamily Housing,93.0,False,False,3.55,98199.0,-122.38414,54
Low-Rise Multifamily,5041800000,MAGNOLIA / QUEEN ANNE,1,4,27997,0,Multifamily Housing,Multifamily Housing,21.0,False,False,5.21,98199.0,-122.39791,45
Low-Rise Multifamily,5693501200,LAKE UNION,1,3,25268,0,"Multifamily Housing, Parking",Multifamily Housing,79.0,False,False,3.9,98103.0,-122.35133,54
Mixed Use Property,5694000240,LAKE UNION,1,4,45111,0,"Multifamily Housing, Other, Parking, Urgent Care/Clinic/Other Outpatient",Multifamily Housing,,False,False,6.49,98103.0,-122.34973,33
Low-Rise Multifamily,5694500625,LAKE UNION,1,4,63317,0,"Multifamily Housing, Office, Parking",Multifamily Housing,75.0,False,False,9.25,98103.0,-122.34685,26
Low-Rise Multifamily,5694500680,LAKE UNION,1,4,66300,0,"Multifamily Housing, Office, Parking",Multifamily Housing,80.0,False,False,9.4,98103.0,-122.34704,28
Low-Rise Multifamily,6431500260,NORTHWEST,1,4,183524,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,,False,False,21.51,98103.0,-122.35157,21
K-12 School,6600000120,CENTRAL,1,1,109794,0,K-12 School,K-12 School,87.0,False,True,115.34,98112.0,-122.28879,73
Mid-Rise Multifamily,5707500105,CENTRAL,1,5,38560,0,Multifamily Housing,Multifamily Housing,72.0,False,False,5.73,98112.0,-122.3078,34
Other,5707500120,CENTRAL,1,3,25200,0,Other - Lodging/Residential,Other - Lodging/Residential,,False,True,53.02,98122.0,-122.30847,112
Supermarket / Grocery Store,5724500615,NORTH,1,1,44755,0,Supermarket/Grocery Store,Supermarket/Grocery Store,56.0,False,True,338.58,98125.0,-122.31707,27
Other,6003000020,EAST,1,2,22320,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",,False,True,4.8,98122.0,-122.3203506,116
Mixed Use Property,6003000035,EAST,1,3,24000,0,"Office, Other, Retail Store",Office,,False,True,9.09,98122.0,-122.32034,111
Small- and Mid-Sized Office,6003000070,EAST,1,3,23422,0,Office,Office,65.0,False,True,128.07,98122.0,-122.31589,103
Other,7234600405,EAST,5,2,38879,11328,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,,False,True,28.79,98122.0,-122.31111,48
Low-Rise Multifamily,7234600475,EAST,1,3,40112,0,Multifamily Housing,Multifamily Housing,97.0,False,True,59.74,98122.0,-122.3111,97
Low-Rise Multifamily,7234600490,EAST,1,3,25808,0,Multifamily Housing,Multifamily Housing,80.0,False,True,25.37,98122.0,-122.31034,99
Mixed Use Property,7234600515,EAST,1,5,53034,14625,"Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,93.0,False,True,83.65,98122.0,-122.31098,25
Mid-Rise Multifamily,7234600545,CENTRAL,1,6,48700,0,Multifamily Housing,Multifamily Housing,93.0,False,True,46.32,98122.0,-122.31104,111
Low-Rise Multifamily,7234600570,CENTRAL,1,3,25536,0,Multifamily Housing,Multifamily Housing,56.0,False,True,88.11,98122.0,-122.31034,119
High-Rise Multifamily,7234600600,CENTRAL,1,12,93021,0,"Multifamily Housing, Parking",Multifamily Housing,14.0,False,True,101.43,98122.0,-122.31043,51
Low-Rise Multifamily,7234600855,CENTRAL,1,4,23616,0,Multifamily Housing,Multifamily Housing,76.0,False,True,53.35,98122.0,-122.3098,94
Low-Rise Multifamily,7234601035,CENTRAL,1,4,28080,0,Multifamily Housing,Multifamily Housing,63.0,False,False,5.09,98122.0,-122.30921,35
Warehouse,6003000220,EAST,1,2,23040,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,99.0,False,True,0.87,98112.0,-122.31536,103
Low-Rise Multifamily,6003000240,EAST,1,3,20509,0,"Multifamily Housing, Restaurant",Multifamily Housing,98.0,False,True,23.51,98122.0,-122.31461,113
Mid-Rise Multifamily,6003000355,EAST,1,6,74725,12387,"Multifamily Housing, Parking",Multifamily Housing,34.0,False,True,104.33,98122.0,-122.31654,113
Warehouse,6003000375,EAST,1,2,61880,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,66.0,False,False,4.15,98122.0,-122.31596,65
Mid-Rise Multifamily,6003000590,EAST,1,5,50356,0,"Multifamily Housing, Parking",Multifamily Housing,99.0,False,True,111.04,98122.0,-122.32241,83
Small- and Mid-Sized Office,6003000605,EAST,1,2,27938,0,"Office, Retail Store",Office,97.0,False,True,7.31,98122.0,-122.32048,98
Mid-Rise Multifamily,6746700995,NORTHEAST,1,6,65826,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,,False,False,16.3,98105.0,-122.31558,17
Mid-Rise Multifamily,6746701020,NORTHEAST,1,5,64227,0,"Multifamily Housing, Office, Parking",Multifamily Housing,96.0,False,True,59.53,98105.0,-122.31601,32
Mid-Rise Multifamily,6746701067,NORTHEAST,1,6,91916,25721,"Multifamily Housing, Parking",Multifamily Housing,82.0,False,False,13.34,98105.0,-122.31602,22
Mid-Rise Multifamily,6746701106,NORTHEAST,1,5,33480,8313,"Multifamily Housing, Office, Parking",Multifamily Housing,,False,True,27.04,98105.0,-122.31603,23
Other,6746701575,NORTHEAST,1,2,21600,0,"Other - Services, Retail Store",Other - Services,,False,False,11.32,98105.0,-122.31715,99
Other,6746701655,NORTHEAST,1,3,27908,0,Other,Other,,False,True,63.22,98105.0,-122.31656,94
Low-Rise Multifamily,6746702120,NORTHEAST,1,4,24722,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,,False,False,4.04,98105.0,-122.31707,20
K-12 School,6600000385,CENTRAL,1,2,30562,0,K-12 School,K-12 School,69.0,False,True,55.73,98112.0,-122.28879,23
Low-Rise Multifamily,6600280000,LAKE UNION,1,4,43422,0,"Multifamily Housing, Parking",Multifamily Housing,38.0,False,True,51.2,98105.0,-122.32641,26
Retail Store,6600770000,DOWNTOWN,1,3,54969,0,Retail Store,Retail Store,67.0,False,True,39.31,98104.0,-122.32033,23
K-12 School,7234600135,CENTRAL,1,2,36825,0,"K-12 School, Office, Social/Meeting Hall, Worship Facility",K-12 School,,False,True,51.14,98122.0,-122.31253,72
Low-Rise Multifamily,7234600205,CENTRAL,1,4,36546,0,"Fast Food Restaurant, Multifamily Housing, Parking",Multifamily Housing,79.0,False,True,6.93,98122.0,-122.31216,115
Mid-Rise Multifamily,7234600240,EAST,1,7,101530,0,"Multifamily Housing, Parking",Multifamily Housing,81.0,False,True,118.45,98122.0,-122.31256,15
Small- and Mid-Sized Office,7234600310,EAST,1,3,25834,0,Office,Office,73.0,False,True,54.02,98122.0,-122.31195,65
Low-Rise Multifamily,7234600325,EAST,1,4,26172,0,Multifamily Housing,Multifamily Housing,50.0,False,False,5.38,98122.0,-122.3123,61
Low-Rise Multifamily,7234600350,EAST,1,3,25920,0,Multifamily Housing,Multifamily Housing,76.0,False,True,18.02,98122.0,-122.31235,114
Low-Rise Multifamily,6760700000,NORTHWEST,1,4,26112,0,"Multifamily Housing, Parking",Multifamily Housing,96.0,False,False,3.95,98103.0,-122.35359,38
Worship Facility,6762700860,EAST,1,1,37700,0,Worship Facility,Worship Facility,38.0,False,True,150.23,98102.0,-122.32126,94
Mid-Rise Multifamily,6780800000,MAGNOLIA / QUEEN ANNE,1,5,62093,0,"Multifamily Housing, Swimming Pool",Multifamily Housing,63.0,False,False,10.61,98119.0,-122.37471,43
Low-Rise Multifamily,6780900000,CENTRAL,1,4,23856,0,Multifamily Housing,Multifamily Housing,73.0,False,False,4.79,98144.0,-122.28563,67
Mid-Rise Multifamily,6784900000,EAST,1,7,69272,0,"Medical Office, Multifamily Housing, Office, Other, Parking",Multifamily Housing,,False,True,70.39,98122.0,-122.3272,25
K-12 School,6788200735,EAST,1,2,27273,0,K-12 School,K-12 School,90.0,False,True,46.7,98112.0,-122.30428,98
Low-Rise Multifamily,6788201390,EAST,1,2,20366,0,"Food Service, Multifamily Housing, Office, Other, Retail Store",Multifamily Housing,,False,True,64.86,98112.0,-122.30181,97
Low-Rise Multifamily,6798100725,NORTH,1,4,23888,0,Multifamily Housing,Multifamily Housing,51.0,False,False,4.87,98272.0,-122.31246,49
Low-Rise Multifamily,6798100830,NORTH,1,4,45579,0,"Multifamily Housing, Office, Parking",Multifamily Housing,,False,False,5.21,98125.0,-122.31215,23
Low-Rise Multifamily,6798800000,NORTH,1,4,23175,0,"Multifamily Housing, Office",NULL,,False,True,16.31,98125.0,-122.31214,26
Mixed Use Property,7234601100,CENTRAL,1,6,97229,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,100.0,False,False,7.12,98122.0,-122.30967,19
Mid-Rise Multifamily,7234601120,CENTRAL,1,7,72716,0,Multifamily Housing,Multifamily Housing,76.0,False,True,49.58,98122.0,-122.3098,54
Mid-Rise Multifamily,7234601325,CENTRAL,1,5,73495,0,"Multifamily Housing, Parking",Multifamily Housing,96.0,False,True,127.05,98122.0,-122.3077,21
Low-Rise Multifamily,7234601475,CENTRAL,2,3,37824,0,"Multifamily Housing, Parking",Multifamily Housing,79.0,False,True,30.14,98122.0,-122.3085,54
Small- and Mid-Sized Office,4310701210,NORTHWEST,1,3,25111,0,"Non-Refrigerated Warehouse, Office, Parking",Office,77.0,False,True,24.97,98103.0,-122.34162,41
Mid-Rise Multifamily,4310701280,NORTHWEST,1,6,29216,12620,Multifamily Housing,Multifamily Housing,44.0,False,False,6.43,98103.0,-122.34166,15
Low-Rise Multifamily,4310701525,NORTHWEST,1,3,23448,0,"Multifamily Housing, Parking",Multifamily Housing,98.0,False,False,2.85,98125.0,-122.3405,34
Low-Rise Multifamily,4315700815,SOUTHWEST,1,3,26498,0,"Multifamily Housing, Parking",Multifamily Housing,78.0,False,False,4.76,98136.0,-122.39431,59
Low-Rise Multifamily,4315700240,SOUTHWEST,1,4,203155,0,"Hospital (General Medical & Surgical), Multifamily Housing, Parking",Multifamily Housing,,False,True,99.26,98136.0,-122.39201,72
Low-Rise Multifamily,4315700727,SOUTHWEST,1,4,22984,0,"Multifamily Housing, Parking",Multifamily Housing,41.0,False,False,4.71,98136.0,-122.39503,60
Low-Rise Multifamily,4315700729,SOUTHWEST,1,4,26342,4878,"Multifamily Housing, Parking",Multifamily Housing,97.0,False,False,3.96,98136.0,-122.39469,55
Low-Rise Multifamily,6815500000,MAGNOLIA / QUEEN ANNE,1,3,24329,0,"Multifamily Housing, Parking",Multifamily Housing,66.0,False,True,103.42,98109.0,-122.35469,116
Low-Rise Multifamily,6816200000,NORTH,1,4,29588,0,"Multifamily Housing, Office",Multifamily Housing,,False,True,31.54,98115.0,-122.31794,17
Mid-Rise Multifamily,6817860000,EAST,1,6,82519,0,Multifamily Housing,Multifamily Housing,62.0,False,True,75.95,98102.0,-122.32318,30
Mid-Rise Multifamily,6817900000,MAGNOLIA / QUEEN ANNE,1,6,37843,0,Multifamily Housing,Multifamily Housing,91.0,False,True,58.87,98109.0,-122.35714,53
Low-Rise Multifamily,6821100660,MAGNOLIA / QUEEN ANNE,1,3,35787,0,Multifamily Housing,Multifamily Housing,66.0,False,False,6.54,98199.0,-122.40138,39
Worship Facility,6822100520,MAGNOLIA / QUEEN ANNE,1,2,31805,0,Worship Facility,Worship Facility,10.0,False,True,68.39,98199.0,-122.39977,70
K-12 School,6822100520,MAGNOLIA / QUEEN ANNE,1,1,20811,0,K-12 School,K-12 School,95.0,False,True,43.97,98199.0,-122.39977,70
Low-Rise Multifamily,6824100066,BALLARD,1,4,28328,0,Multifamily Housing,Multifamily Housing,64.0,False,False,4.96,98117.0,-122.36843,37
Warehouse,6834700175,GREATER DUWAMISH,1,2,22058,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,1.0,False,True,66.43,98134.0,-122.32211,56
Mid-Rise Multifamily,6837730000,SOUTHWEST,1,6,42188,0,Multifamily Housing,Multifamily Housing,,False,True,47.92,98126.0,-122.38032,25
Mid-Rise Multifamily,6837740000,SOUTHWEST,1,6,36730,0,Multifamily Housing,Multifamily Housing,,False,True,23.63,98116.0,-122.38513,25
Refrigerated Warehouse,7376600690,GREATER DUWAMISH,1,1,22890,0,"Office, Refrigerated Warehouse",Refrigerated Warehouse,,False,True,119.76,98108.0,-122.32364,53
Other,7376600720,GREATER DUWAMISH,1,5,36000,0,Other,Other,,False,True,43.04,98112.0,-122.3237,116
Distribution Center,7376600765,GREATER DUWAMISH,1,1,28320,0,"Distribution Center, Parking",Distribution Center,1.0,False,True,67.96,98108.0,-122.32603,52
Low-Rise Multifamily,4319200655,SOUTHWEST,1,3,28683,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,70.0,False,False,5.07,98126.0,-122.37703,45
Low-Rise Multifamily,4340300000,NORTHWEST,1,3,96869,0,"Multifamily Housing, Parking",Multifamily Housing,84.0,False,False,17.61,98133.0,-122.34861,41
Low-Rise Multifamily,4358700215,NORTHWEST,1,3,51908,0,Multifamily Housing,Multifamily Housing,78.0,False,False,8.33,98133.0,-122.33527,37
Low-Rise Multifamily,4358700216,NORTHWEST,1,4,46339,0,Multifamily Housing,Multifamily Housing,71.0,False,False,7.47,98133.0,-122.33444,36
Low-Rise Multifamily,4358700220,NORTHWEST,1,4,43245,0,Multifamily Housing,Multifamily Housing,87.0,False,False,6.41,98133.0,-122.33462,36
Low-Rise Multifamily,4358700225,NORTHWEST,1,4,56800,0,Multifamily Housing,Multifamily Housing,63.0,False,False,12.06,98133.0,-122.33449,34
Worship Facility,4361200005,NORTHEAST,1,1,29079,0,Worship Facility,Worship Facility,78.0,False,True,22.18,98115.0,-122.28998,68
Small- and Mid-Sized Office,4385700325,EAST,1,3,28848,9616,"Office, Parking",Office,82.0,False,False,5.07,98112.0,-122.28061,41
Low-Rise Multifamily,7377600010,SOUTHEAST,1,4,42816,0,Multifamily Housing,Multifamily Housing,48.0,False,False,9.29,98118.0,-122.26034,56
High-Rise Multifamily,7398000000,LAKE UNION,1,11,399935,0,"Multifamily Housing, Parking",Multifamily Housing,20.0,False,True,458.44,98109.0,-122.33807,16
Small- and Mid-Sized Office,7442000545,BALLARD,1,2,20535,0,"Distribution Center, Office",Office,7.0,False,True,38.71,98107.0,-122.36191,35
Laboratory,7442001430,MAGNOLIA / QUEEN ANNE,1,2,43025,0,"Laboratory, Other",Laboratory,,False,True,255.97,98119.0,-122.36147,38
High-Rise Multifamily,7442700000,DOWNTOWN,1,12,70939,0,"Multifamily Housing, Retail Store",Multifamily Housing,,False,True,66.7,98101.0,-122.34037,39
K-12 School,2123700250,SOUTHEAST,1,2,138705,0,K-12 School,K-12 School,84.0,False,True,124.77,98118.0,-122.27201,14
Warehouse,5367201155,GREATER DUWAMISH,1,1,30800,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,65.0,False,False,3.39,98108.0,-122.3251,58
Mid-Rise Multifamily,8632880000,NORTH,1,7,124642,0,"Fast Food Restaurant, Multifamily Housing, Office, Other, Restaurant, Retail Store",Multifamily Housing,,False,False,39.75,98125.0,-122.32434,15
Mid-Rise Multifamily,8632880000,NORTH,1,7,120520,0,"Multifamily Housing, Other, Restaurant",Multifamily Housing,97.0,False,False,17.97,98125.0,-122.32532,15
Low-Rise Multifamily,2926049579,NORTH,1,2,30984,0,Multifamily Housing,Multifamily Housing,56.0,False,False,8.59,98125.0,-122.3202,53
Senior Care Community,1180001715,EAST,1,3,124930,0,Senior Care Community,Senior Care Community,98.0,False,True,157.88,98178.0,-122.2209659,28
Mid-Rise Multifamily,939000040,DOWNTOWN,1,7,159840,0,Multifamily Housing,Multifamily Housing,1.0,False,True,402.04,98104.0,-122.3313,115
Low-Rise Multifamily,1480400051,SOUTHEAST,1,4,43732,0,Multifamily Housing,Multifamily Housing,33.0,False,True,132.7,98118.0,-122.2814,15
Mixed Use Property,1562700010,EAST,1,3,22168,0,"Multifamily Housing, Other - Entertainment/Public Assembly",Multifamily Housing,,False,True,49.44,98104.0,-122.3315077,123
Warehouse,7666204800,GREATER DUWAMISH,1,1,37400,0,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",Non-Refrigerated Warehouse,73.0,False,True,7.8,98134.0,-122.3267,101
Low-Rise Multifamily,7954000005,SOUTHEAST,1,4,21200,0,Multifamily Housing,Multifamily Housing,87.0,False,False,3.56,98144.0,-122.29548,63
Low-Rise Multifamily,7954000005,SOUTHEAST,1,4,21200,0,Multifamily Housing,Multifamily Housing,83.0,False,False,3.78,98144.0,-122.29548,63
Low-Rise Multifamily,7954000005,SOUTHEAST,1,4,20365,0,Multifamily Housing,Multifamily Housing,,False,False,3.92,98144.0,-122.29488,63
Low-Rise Multifamily,1129500010,EAST,1,4,74202,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,100.0,False,True,28.78,98122.0,-122.32108,17
Large Office,8809700040,DOWNTOWN,1,11,268130,0,Office,Office,88.0,False,True,106.86,98104.0,-122.32768,23
Small- and Mid-Sized Office,8809700040,DOWNTOWN,1,11,68452,0,"Bank Branch, Office",Office,79.0,False,False,26.37,98104.0,-122.32813,23
Large Office,8809700040,DOWNTOWN,1,11,273185,0,Office,Office,88.0,False,False,102.54,98104.0,-122.32807,23
K-12 School,1025049038,NORTHEAST,1,3,97500,0,K-12 School,K-12 School,97.0,False,True,156.45,98105.0,-122.27324,99
Small- and Mid-Sized Office,7015350000,MAGNOLIA / QUEEN ANNE,1,5,54015,0,Office,Office,75.0,False,False,21.05,98119.0,-122.36036,41
Low-Rise Multifamily,7579200260,SOUTHWEST,1,3,79052,0,"Multifamily Housing, Office, Parking",Multifamily Housing,,False,False,13.85,98116.0,-122.38459,36
Mid-Rise Multifamily,6850700260,EAST,1,6,436301,149657,Multifamily Housing,Multifamily Housing,75.0,False,True,122.7,98102.0,-122.321487,14
Low-Rise Multifamily,6003500245,EAST,1,3,32881,0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Restaurant",Multifamily Housing,,False,True,30.35,98122.0,-122.31718,16
Large Office,7666207075,GREATER DUWAMISH,1,6,157345,0,Office,Office,63.0,False,True,92.07,98134.0,-122.33472,11
Mid-Rise Multifamily,8029850000,LAKE UNION,1,6,198233,0,"Fitness Center/Health Club/Gym, Multifamily Housing, Parking, Restaurant",Multifamily Housing,93.0,False,True,159.8,98103.0,-122.34204,11
High-Rise Multifamily,0656000400,DOWNTOWN,1,17,176043,0,"Multifamily Housing, Parking",Multifamily Housing,89.0,False,True,144.57,98121.0,-122.34844,12
Mid-Rise Multifamily,2301550000,SOUTHWEST,1,5,63597,0,"Multifamily Housing, Parking",Multifamily Housing,87.0,False,True,61.62,98116.0,-122.38548,12
Restaurant,6094500000,DOWNTOWN,1,13,42000,0,"Office, Other, Other - Restaurant/Bar, Strip Mall",Other - Restaurant/Bar,,True,True,273.91,98101.0,-122.33978,38
Mid-Rise Multifamily,2141290000,DOWNTOWN,1,5,37804,0,Multifamily Housing,Multifamily Housing,58.0,False,True,111.62,98101.0,-122.33238,98
Mixed Use Property,7174800169,NORTHEAST,1,4,257248,0,"Multifamily Housing, Parking, Retail Store, Senior Care Community",Senior Care Community,98.0,False,True,120.92,98105.0,-122.30149,15
Large Office,0586400000,DOWNTOWN,1,24,119701,0,"Office, Retail Store",Office,67.0,False,False,58.44,98121.0,-122.35141,41
Other,3834500640,NORTH,1,1,24697,0,"Library, Other - Services",Library,,False,True,29.18,98125.0,-122.29809,58
University,3646100850,CENTRAL,2,1,57468,0,College/University,College/University,,False,True,89.8,98144.0,-122.30172,10
University,6003001335,EAST,1,5,84000,0,College/University,College/University,,False,True,441.94,98122.0,-122.32175,17
