primarypropertytype,taxparcelidentificationnumber,neighborhood,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,listofallpropertyusetypes,largestpropertyusetype,energystarscore,steamuse,naturalgas,totalghgemissions,zipcode,longitude,age
Distribution Center,7666203440,GREATER DUWAMISH,1,1,110613,0,"Distribution Center, Office",Distribution Center,95.0,False,False,7.08,98134.0,-122.32501,63
Warehouse,7666203467,GREATER DUWAMISH,1,4,149881,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,97.0,False,True,95.86,98103.0,-122.32511,72
Warehouse,7666203530,GREATER DUWAMISH,1,3,98220,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,12.0,False,True,75.29,98121.0,-122.32552,72
Distribution Center,7666203538,GREATER DUWAMISH,1,1,84420,0,"Distribution Center, Office, Retail Store",Distribution Center,55.0,False,False,19.86,98134.0,-122.32313,53
Distribution Center,7666204100,GREATER DUWAMISH,1,1,73335,0,"Distribution Center, Parking",Distribution Center,,False,True,155.74,98134.0,-122.3267,62
Distribution Center,7666204225,GREATER DUWAMISH,1,2,56876,0,"Distribution Center, Office, Retail Store",Distribution Center,,False,True,48.5,98134.0,-122.32848,95
Warehouse,7666204430,GREATER DUWAMISH,1,2,61200,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,16.0,False,True,178.62,98134.0,-122.32866,92
Distribution Center,7666204590,GREATER DUWAMISH,1,1,111908,0,Distribution Center,Distribution Center,87.0,False,True,34.14,98134.0,-122.32686,36
Other,0225049062,NORTHEAST,1,1,72000,0,Other - Recreation,Other - Recreation,,False,True,67.65,98155.0,-122.2618,10
Other,7666204685,GREATER DUWAMISH,3,2,63644,0,"Other - Public Services, Parking",Other - Public Services,,False,True,168.5,98134.0,-122.32828,37
Mixed Use Property,7666204745,GREATER DUWAMISH,3,2,108753,18860,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,,False,False,25.37,98134.0,-122.32839,93
Supermarket / Grocery Store,9231900160,NORTHWEST,1,1,141890,35545,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,91.0,False,True,293.56,98117.0,-122.35877,53
Small- and Mid-Sized Office,2768302690,BALLARD,1,4,92092,21055,Office,Office,5.0,False,False,33.58,98107.0,-122.37549,22
Warehouse,2771100415,MAGNOLIA / QUEEN ANNE,1,3,56259,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,,False,True,86.9,98199.0,-122.38437,49
Other,4207401365,NORTHEAST,1,6,143439,0,"Other, Parking",Other,,False,True,710.7,98105.0,-122.32133,17
Large Office,1973200389,LAKE UNION,1,4,202623,88855,"Fitness Center/Health Club/Gym, Office, Parking",Office,73.0,False,False,61.86,98103.0,-122.34823,15
Small- and Mid-Sized Office,1972206514,LAKE UNION,1,2,77174,25800,Office,Office,33.0,False,False,38.21,98103.0,-122.35187,23
Large Office,2249500235,MAGNOLIA / QUEEN ANNE,1,5,110524,0,"Office, Other, Parking",Office,57.0,False,False,47.82,98109.0,-122.34212,25
Mixed Use Property,2163901105,LAKE UNION,1,5,287224,103650,"Data Center, Office, Other, Parking",Parking,,False,True,314.43,98109.0,-122.32877,15
Laboratory,2163901160,LAKE UNION,1,4,115748,18382,Laboratory,Laboratory,,False,True,1154.79,98102.0,-122.32693,24
Large Office,1989200750,MAGNOLIA / QUEEN ANNE,1,7,241875,84689,"Office, Parking",Office,88.0,False,True,68.06,98119.0,-122.35915,23
Large Office,1989201385,MAGNOLIA / QUEEN ANNE,1,5,102930,18720,"Office, Parking",Office,85.0,False,True,65.03,98109.0,-122.35639,49
Small- and Mid-Sized Office,7666202292,DOWNTOWN,1,3,76893,0,"Office, Parking, Retail Store",Office,,False,True,260.13,98121.0,-122.35566,121
Large Office,0656000410,DOWNTOWN,1,8,150000,23630,"Office, Parking",Office,65.0,False,True,119.93,98121.0,-122.34791,48
Large Office,0660001255,DOWNTOWN,1,7,274362,0,Office,Office,82.0,False,True,147.82,98101.0,-122.33391,70
Large Office,0697000235,DOWNTOWN,1,15,378002,116280,"Office, Parking",Office,85.0,False,True,246.83,98121.0,-122.34165,40
Large Office,0659000930,DOWNTOWN,1,11,169020,0,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,83.0,True,True,346.62,98121.0,-122.33969,60
Other,0659000950,DOWNTOWN,1,33,429405,0,"Data Center, Office",Data Center,98.0,False,True,1921.82,98121.0,-122.33871,42
Large Office,0942000640,DOWNTOWN,1,76,1952220,319400,"Office, Parking",Office,86.0,False,True,882.56,98104.0,-122.33072,38
Large Office,0659000305,DOWNTOWN,1,19,383515,89778,"Medical Office, Office, Parking",Office,90.0,False,False,110.7,98101.0,-122.33485,42
Medical Office,0659000085,DOWNTOWN,1,18,363934,28870,"Medical Office, Parking, Retail Store",Medical Office,68.0,True,True,582.28,98101.0,-122.33684,98
Retail Store,1976700005,DOWNTOWN,1,4,78920,0,Retail Store,Retail Store,80.0,False,True,109.85,98101.0,-122.33486,94
Large Office,1977200280,DOWNTOWN,1,7,131143,87160,"Office, Retail Store",Office,93.0,False,True,109.16,98121.0,-122.34439,44
Other,6600470000,DOWNTOWN,1,1,947987,0,"Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other - Mall,,False,False,324.25,98101.0,-122.33531,24
Mixed Use Property,6003500460,EAST,1,4,55520,0,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,,False,True,150.88,98122.0,-122.32,115
Large Office,1977200040,DOWNTOWN,1,10,132998,0,"Office, Retail Store",Office,97.0,True,False,133.8,98101.0,-122.34037,115
Retail Store,1975700300,DOWNTOWN,1,3,83118,0,Retail Store,Retail Store,59.0,False,True,27.82,98101.0,-122.33715,83
Retail Store,1975700485,DOWNTOWN,1,3,77555,0,Retail Store,Retail Store,39.0,False,True,54.4,98101.0,-122.33734,99
Small- and Mid-Sized Office,7666202405,DOWNTOWN,1,6,51218,0,"Office, Restaurant",Office,57.0,False,False,20.12,98121.0,-122.34097,114
Large Office,0002400002,DOWNTOWN,1,29,489182,0,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Office,43.0,False,True,426.39,98101.0,-122.3348,53
Large Office,1975200005,DOWNTOWN,1,27,216571,13320,"Office, Other - Technology/Science, Parking",Office,62.0,True,True,639.72,98101.0,-122.33544,94
Large Office,1975200015,DOWNTOWN,1,13,189175,0,"Office, Other",Office,13.0,False,False,132.71,98104.0,-122.33565,102
Large Office,0939000485,DOWNTOWN,1,13,293803,74481,"Office, Parking",Office,25.0,False,False,119.03,98104.0,-122.33464,25
Large Office,7666202480,DOWNTOWN,1,7,122356,0,"Data Center, Office, Retail Store",Office,91.0,False,True,41.8,98101.0,-122.33922,113
Small- and Mid-Sized Office,0939000240,DOWNTOWN,1,3,52298,0,Office,Office,89.0,False,False,13.72,98104.0,-122.33328,102
Large Office,0939000230,DOWNTOWN,1,17,116640,0,"Financial Office, Food Service, Office, Other",Office,75.0,True,False,169.06,98101.0,-122.33362,112
Large Office,0942000470,DOWNTOWN,1,42,1249055,201121,"Data Center, Medical Office, Office, Parking, Restaurant",Office,95.0,False,False,264.78,98104.0,-122.33028,42
Medical Office,8590900765,EAST,1,5,188339,99314,"Medical Office, Parking",Medical Office,15.0,False,True,89.41,98104.0,-122.32157,35
University,2254500945,CENTRAL,1,2,60122,0,"College/University, Parking",College/University,,False,True,9.31,98122.0,-122.31506,107
Small- and Mid-Sized Office,7666206830,DOWNTOWN,1,6,95000,13700,"Office, Parking",Office,83.0,False,True,31.43,98104.0,-122.33369,113
Large Office,0942000920,DOWNTOWN,1,9,224857,0,Office,Office,79.0,True,False,390.67,98104.0,-122.32927,52
Large Office,5247800795,DOWNTOWN,1,8,446261,124788,"Office, Parking",Office,96.0,False,False,94.59,98104.0,-122.33088,25
Other,7666206955,GREATER DUWAMISH,1,2,58492,0,Other,Other,,False,True,51.56,98104.0,-122.33455,84
Small- and Mid-Sized Office,7666206440,GREATER DUWAMISH,1,6,62370,0,"Office, Restaurant",Office,30.0,False,False,30.35,98134.0,-122.33369,116
Warehouse,7666204495,GREATER DUWAMISH,1,1,73296,0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,83.0,False,True,73.58,98134.0,-122.3269,63
Other,7666203240,GREATER DUWAMISH,1,4,99122,0,"Office, Other",Other,,False,True,179.45,98134.0,-122.32417,79
Other,7666203489,GREATER DUWAMISH,1,1,66133,0,"Non-Refrigerated Warehouse, Office, Other",Other,,False,True,89.94,98134.0,-122.32528,38
Warehouse,7666207627,GREATER DUWAMISH,1,2,115668,0,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,,False,True,111.23,98134.0,-122.33864,71
Other,7376600390,GREATER DUWAMISH,1,1,141686,0,Other,Other,,False,False,46.52,98108.0,-122.32564,53
Small- and Mid-Sized Office,3573700320,GREATER DUWAMISH,1,1,93610,0,"Data Center, Office",Office,95.0,False,True,152.28,98134.0,-122.33176,73
Large Office,2738100010,GREATER DUWAMISH,1,2,156188,0,"Office, Parking",Office,67.0,False,True,60.92,98108.0,-122.32762,50
Warehouse,2738100480,GREATER DUWAMISH,1,1,115620,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,11.0,False,False,13.61,98108.0,-122.32446,57
Large Office,5367200610,GREATER DUWAMISH,1,5,238148,0,"Office, Parking",Office,93.0,False,False,75.12,98108.0,-122.32882,48
Distribution Center,5367204100,GREATER DUWAMISH,1,1,71718,0,Distribution Center,Distribution Center,100.0,False,False,1.06,98108.0,-122.33134,54
Warehouse,2924049101,GREATER DUWAMISH,1,1,55450,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,31.0,False,True,131.64,98108.0,-122.3329,54
Distribution Center,3224049012,GREATER DUWAMISH,1,1,54880,0,Distribution Center,Distribution Center,32.0,False,True,89.53,98108.0,-122.33064,44
Retail Store,3624039166,DELRIDGE,1,1,102500,0,"Parking, Retail Store",Retail Store,81.0,False,True,158.55,98126.0,-122.36892,31
Other,0925049425,NORTHEAST,1,6,361398,272900,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,,False,True,119.92,98105.0,-122.29804,21
Supermarket / Grocery Store,5260300005,GREATER DUWAMISH,1,1,50785,0,Supermarket/Grocery Store,Supermarket/Grocery Store,57.0,False,True,195.43,98144.0,-122.29982,60
Small- and Mid-Sized Office,5367202506,DELRIDGE,1,3,85126,0,Office,Office,1.0,False,True,166.13,98106.0,-122.33766,94
Other,2926049109,NORTH,1,5,303255,19820,"Other, Parking, Restaurant, Retail Store",Parking,,False,True,99.14,98125.0,-122.32529,23
Distribution Center,7666207536,GREATER DUWAMISH,1,1,411584,0,"Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",Distribution Center,43.0,False,True,455.39,98134.0,-122.33838,37
Mixed Use Property,5247800865,DOWNTOWN,1,4,73320,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,,False,True,29.16,98104.0,-122.33116,121
Large Office,3879902265,MAGNOLIA / QUEEN ANNE,1,4,242686,100176,"Office, Parking",Office,77.0,False,False,67.51,98119.0,-122.36737,15
Small- and Mid-Sized Office,5247800735,DOWNTOWN,1,6,95760,15840,Office,Office,83.0,False,True,74.45,98104.0,-122.33223,123
Warehouse,1824049060,GREATER DUWAMISH,1,1,179413,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,57.0,False,False,24.12,98134.0,-122.3352,77
Warehouse,7666207611,GREATER DUWAMISH,1,1,65288,0,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Non-Refrigerated Warehouse,,False,False,4.22,98134.0,-122.33739,106
Warehouse,7666703967,DELRIDGE,1,1,170632,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,98.0,False,False,4.2,98106.0,-122.3571,57
Large Office,8807900130,MAGNOLIA / QUEEN ANNE,1,10,381511,0,"Office, Parking",Office,87.0,False,True,106.12,98109.0,-122.34171,29
Large Office,0942001155,DOWNTOWN,1,17,413264,138098,"Office, Parking",Office,91.0,False,False,95.03,98104.0,-122.32726,14
K-12 School,9277200005,SOUTHWEST,1,1,61183,0,K-12 School,K-12 School,92.0,False,True,95.54,98116.0,-122.38723,73
Mixed Use Property,1142001150,NORTHEAST,1,6,122400,54300,"Multifamily Housing, Office, Parking, Retail Store",Office,63.0,False,True,79.39,98105.0,-122.3124,14
Retail Store,0925049346,NORTHEAST,1,2,93803,0,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Store,,False,True,110.41,98105.0,-122.29898,67
K-12 School,0007600137,CENTRAL,1,1,52924,0,K-12 School,K-12 School,,False,False,13.64,98122.0,-122.31548,35
Warehouse,0323049194,GREATER DUWAMISH,1,2,123000,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,47.0,False,False,20.94,98118.0,-122.28394,57
Medical Office,8590900805,EAST,1,5,275130,112980,Medical Office,Medical Office,70.0,False,False,69.3,98122.0,-122.3214798,20
Warehouse,0323049221,GREATER DUWAMISH,1,1,60448,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,90.0,False,True,27.24,98136.0,-122.28285,45
Hospital,1978201096,EAST,7,14,1765970,0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),54.0,True,True,12307.16,98122.0,-122.322402,29
Other,1992200425,MAGNOLIA / QUEEN ANNE,3,4,62600,0,Other,Other,,False,True,406.04,98121.0,-122.35871,95
Mixed Use Property,2197600100,EAST,1,4,77412,21612,"Office, Other, Parking",Other,,False,True,20.85,98122.0,-122.3203278,19
Medical Office,2197600250,EAST,1,5,289419,159157,"Medical Office, Parking",Medical Office,59.0,False,True,133.5,98122.0,-122.3195445,33
Other,2434900150,NORTH,1,5,90266,0,Financial Office,Financial Office,18.0,False,False,54.18,98115.0,-122.32378,36
Warehouse,2516000215,BALLARD,1,4,87332,6458,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,87.0,False,True,14.49,98107.0,-122.36434,19
Hotel,1978201320,EAST,1,6,150545,50017,"Hotel, Parking",Hotel,28.0,False,True,453.76,98122.0,-122.3205972,20
Other,1991200005,MAGNOLIA / QUEEN ANNE,1,5,141718,0,"Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,,False,True,341.23,98109.0,-122.34817,24
Hotel,5457800400,MAGNOLIA / QUEEN ANNE,1,5,111856,21273,"Hotel, Parking, Restaurant, Swimming Pool",Hotel,8.0,False,True,278.97,98109.0,-122.35121,15
Warehouse,6003500780,EAST,1,4,132828,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,83.0,False,False,7.56,98122.0,-122.31728,35
Warehouse,3024049003,DELRIDGE,1,1,70400,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,1.0,False,True,284.01,98106.0,-122.34402,53
Retail Store,3026049093,NORTHWEST,1,1,101830,0,Retail Store,Retail Store,60.0,False,True,295.12,98133.0,-122.34256,28
K-12 School,3416600240,CENTRAL,1,3,55353,0,K-12 School,K-12 School,,False,False,9.99,98122.0,-122.29181,35
University,3646100185,CENTRAL,2,4,114000,0,College/University,College/University,,False,True,109.71,98144.0,-122.30364,49
Other,7666205235,GREATER DUWAMISH,1,3,338063,0,"Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",Other,,False,True,259.49,98124.0,-122.33032,21
Warehouse,7666705088,SOUTHWEST,1,1,152365,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,88.0,False,True,13.07,98053.0,-122.3601,58
Medical Office,7942600330,CENTRAL,1,6,320946,0,"Laboratory, Medical Office",Medical Office,57.0,False,True,189.85,98122.0,-122.30966,113
Retail Store,2738100620,GREATER DUWAMISH,1,1,74178,0,Retail Store,Retail Store,,False,True,134.82,98108.0,-122.32272,65
Warehouse,8902000245,NORTH,1,4,80360,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,96.0,False,True,16.27,98125.0,-122.30185,36
Supermarket / Grocery Store,3148650000,EAST,1,3,119190,0,Supermarket/Grocery Store,Supermarket/Grocery Store,71.0,False,True,267.0,98122.0,-122.32122,27
Other,7666202740,GREATER DUWAMISH,1,2,51856,0,"Automobile Dealership, Office",Automobile Dealership,,False,False,13.51,98134.0,-122.32452,15
Mixed Use Property,7666207095,GREATER DUWAMISH,1,3,66138,12586,"Manufacturing/Industrial Plant, Office, Parking, Retail Store",Office,3.0,False,False,49.29,98134.0,-122.33467,102
Large Office,8816400020,NORTHEAST,1,3,113944,48510,Office,Office,1.0,False,True,128.73,98105.0,-122.31231,63
Low-Rise Multifamily,0348300000,NORTHWEST,1,4,31334,0,Multifamily Housing,Multifamily Housing,88.0,False,False,5.03,98133.0,-122.33555,47
Low-Rise Multifamily,0351000000,LAKE UNION,1,3,47658,0,Multifamily Housing,Multifamily Housing,53.0,False,False,8.14,98103.0,-122.33207,18
Low-Rise Multifamily,0354000254,LAKE UNION,1,3,93079,36093,Multifamily Housing,Multifamily Housing,32.0,False,True,25.6,98103.0,-122.33311,23
Low-Rise Multifamily,0369000780,MAGNOLIA / QUEEN ANNE,1,3,24059,0,Multifamily Housing,Multifamily Housing,65.0,False,False,4.85,98199.0,-122.38833,61
Senior Care Community,0424049024,CENTRAL,1,3,66402,0,Senior Care Community,Senior Care Community,72.0,False,True,343.68,98144.0,-122.29824,60
Low-Rise Multifamily,0425049010,NORTHEAST,1,4,76285,0,"Multifamily Housing, Parking",Multifamily Housing,68.0,False,False,12.15,98115.0,-122.30754,35
Low-Rise Multifamily,0425049013,NORTHEAST,1,3,46873,0,"Multifamily Housing, Parking",Multifamily Housing,90.0,False,False,6.02,98115.0,-122.30826,33
Low-Rise Multifamily,0425049047,NORTHEAST,5,2,62900,0,"Multifamily Housing, Parking",Multifamily Housing,100.0,False,True,65.25,98115.0,-122.29126,58
Low-Rise Multifamily,0425049065,NORTHEAST,1,3,27160,3223,"Multifamily Housing, Office, Parking",Multifamily Housing,,False,False,4.75,98115.0,-122.29059,25
Worship Facility,0431000005,NORTHEAST,1,2,22220,0,Worship Facility,Worship Facility,90.0,False,True,31.74,98115.0,-122.28996,66
K-12 School,0439000615,NORTHEAST,1,1,46732,0,K-12 School,K-12 School,87.0,False,True,89.08,98115.0,-122.29705,68
Mid-Rise Multifamily,0451900000,BALLARD,1,6,152693,65701,"Multifamily Housing, Office, Parking, Swimming Pool",Multifamily Housing,100.0,False,True,95.26,98107.0,-122.37771,23
Low-Rise Multifamily,0455000730,NORTHWEST,1,2,26211,0,Multifamily Housing,Multifamily Housing,68.0,False,True,62.17,98107.0,-122.36011,64
Low-Rise Multifamily,0001800021,GREATER DUWAMISH,1,2,28260,0,"Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,,False,True,60.18,98108.0,-122.31701,109
Mixed Use Property,0001800033,GREATER DUWAMISH,1,1,44700,0,"Non-Refrigerated Warehouse, Office, Other",Office,,False,True,30.52,98108.0,-122.30863,61
Warehouse,0001800128,GREATER DUWAMISH,1,1,44100,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,1.0,False,False,11.29,98108.0,-122.33051,47
Distribution Center,0001800159,GREATER DUWAMISH,1,1,27800,0,Distribution Center,Distribution Center,13.0,False,True,24.39,98108.0,-122.32633,58
High-Rise Multifamily,0002400002,DOWNTOWN,1,11,321945,0,"Multifamily Housing, Other - Restaurant/Bar",Multifamily Housing,31.0,True,True,276.63,98101.0,-122.33388,113
Warehouse,0005000001,GREATER DUWAMISH,1,1,46340,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,3.0,False,False,17.87,98134.0,-122.33631,22
Other,0005200056,GREATER DUWAMISH,3,1,22800,0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,False,True,101.5,98155.0,-122.30529,29
Mixed Use Property,0007600129,CENTRAL,1,4,37849,14997,"Multifamily Housing, Office, Parking",Multifamily Housing,,False,False,3.91,98144.0,-122.31379,18
Small- and Mid-Sized Office,0007600192,CENTRAL,1,3,38460,0,Office,Office,69.0,False,True,36.02,98122.0,-122.31438,113
Mid-Rise Multifamily,0050400000,SOUTHWEST,1,6,86955,0,"Multifamily Housing, Parking",Multifamily Housing,90.0,False,True,63.86,98136.0,-122.38725,20
High-Rise Multifamily,0053000005,MAGNOLIA / QUEEN ANNE,1,11,286408,0,"Multifamily Housing, Parking",Multifamily Housing,78.0,False,True,44.01,98109.0,-122.34261,20
Mixed Use Property,0054000000,SOUTHWEST,1,4,93114,72900,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,92.0,False,True,38.9,98116.0,-122.38542,21
Low-Rise Multifamily,0054500000,SOUTHWEST,1,4,21888,0,"Multifamily Housing, Parking",Multifamily Housing,,False,True,16.11,98116.0,-122.38677,31
Mid-Rise Multifamily,0086000000,DOWNTOWN,1,7,66849,0,Multifamily Housing,Multifamily Housing,,False,False,13.23,98104.0,-122.32412,21
Worship Facility,0091000085,NORTHWEST,1,2,21022,0,Worship Facility,Worship Facility,54.0,False,True,43.84,98103.0,-122.35481,101
Low-Rise Multifamily,0120600000,SOUTHWEST,1,4,30240,0,Multifamily Housing,Multifamily Housing,68.0,False,False,4.74,98115.0,-122.41425,97
Mid-Rise Multifamily,0125000000,DOWNTOWN,1,5,59440,0,Multifamily Housing,Multifamily Housing,51.0,False,True,53.21,98121.0,-122.35538,32
Low-Rise Multifamily,0131500000,SOUTHWEST,1,4,22445,0,"Multifamily Housing, Parking",Multifamily Housing,,False,False,3.18,98116.0,-122.38392,45
Low-Rise Multifamily,0135500000,SOUTHWEST,1,4,45878,0,Multifamily Housing,Multifamily Housing,27.0,False,False,6.72,98116.0,-122.39418,34
Mid-Rise Multifamily,0139100000,SOUTHWEST,1,5,37824,0,Multifamily Housing,Multifamily Housing,88.0,False,True,25.6,98103.0,-122.39207,28
Low-Rise Multifamily,0139500000,SOUTHWEST,1,4,38765,0,Multifamily Housing,Multifamily Housing,92.0,False,False,4.58,98116.0,-122.39933,47
K-12 School,0148000064,SOUTHWEST,1,2,51489,0,K-12 School,K-12 School,93.0,False,True,70.76,98116.0,-122.4074,69
Low-Rise Multifamily,0300100000,MAGNOLIA / QUEEN ANNE,1,4,26815,0,"Multifamily Housing, Office, Retail Store",Multifamily Housing,,False,True,19.01,98199.0,-122.39778,21
Mid-Rise Multifamily,0321500000,SOUTHWEST,1,5,22529,0,Multifamily Housing,Multifamily Housing,,False,True,21.69,98116.0,-122.37268,16
Mid-Rise Multifamily,0322800000,EAST,1,8,148474,0,"Multifamily Housing, Parking",Multifamily Housing,64.0,False,True,122.83,98101.0,-122.32846,32
Distribution Center,0323049025,GREATER DUWAMISH,1,1,48001,0,Distribution Center,Distribution Center,49.0,False,True,86.46,98118.0,-122.281,56
Warehouse,0323049146,GREATER DUWAMISH,1,1,26380,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,False,True,3.58,98118.0,-122.27946,44
Warehouse,0323049202,GREATER DUWAMISH,1,1,37351,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,10.0,False,True,77.04,98118.0,-122.28192,54
Warehouse,0323049219,GREATER DUWAMISH,1,1,30375,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,73.0,False,False,2.41,98118.0,-122.281,42
Warehouse,0323049241,GREATER DUWAMISH,1,1,30004,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,False,False,2.57,98118.0,-122.28245,44
Low-Rise Multifamily,0324000505,SOUTHWEST,1,3,32235,10244,"Multifamily Housing, Parking",Multifamily Housing,72.0,False,False,4.16,98116.0,-122.3864,33
High-Rise Multifamily,0324500000,DOWNTOWN,1,13,120405,0,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,,False,True,43.2,98121.0,-122.35149,19
Other,0325049004,NORTHEAST,1,3,39971,0,"Office, Other, Retail Store, Swimming Pool",Other,,False,True,416.07,98115.0,-122.27097,95
Low-Rise Multifamily,0347000000,LAKE UNION,1,4,23976,0,Multifamily Housing,Multifamily Housing,80.0,False,False,4.43,98107.0,-122.35832,35
Worship Facility,0461002400,BALLARD,1,2,33589,0,Worship Facility,Worship Facility,90.0,False,True,21.93,98117.0,-122.3753,109
Mid-Rise Multifamily,0464700000,BALLARD,1,6,169149,0,"Multifamily Housing, Office",Multifamily Housing,84.0,False,True,62.46,98107.0,-122.37826,19
Mid-Rise Multifamily,0466000000,BALLARD,1,5,25368,0,Multifamily Housing,Multifamily Housing,72.0,False,True,16.01,98107.0,-122.38173,31
Small- and Mid-Sized Office,0467000420,BALLARD,1,3,43500,0,Office,Office,46.0,False,True,22.65,98107.0,-122.38476,44
Small- and Mid-Sized Office,0467000911,BALLARD,1,2,28492,0,Office,Office,12.0,False,True,37.78,98107.0,-122.40836,45
Small- and Mid-Sized Office,0467000920,BALLARD,1,3,22325,0,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",Office,,False,False,9.77,98107.0,-122.40735,60
Restaurant,0467000925,BALLARD,1,3,22719,0,"Parking, Restaurant",Restaurant,,False,False,9.47,98107.0,-122.40765,46
High-Rise Multifamily,0660001970,DOWNTOWN,1,14,50141,0,Multifamily Housing,Multifamily Housing,82.0,False,True,130.28,98101.0,-122.33018,95
Laboratory,0660002030,DOWNTOWN,1,2,44588,22000,Laboratory,Laboratory,,False,False,50.55,98101.0,-122.33086,77
Mid-Rise Multifamily,0660002340,DOWNTOWN,1,6,140049,0,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,,False,True,113.91,98101.0,-122.33134,30
Mid-Rise Multifamily,0660002545,EAST,1,5,58954,0,Multifamily Housing,Multifamily Housing,85.0,False,True,106.77,98101.0,-122.32846,98
Mid-Rise Multifamily,0660002565,EAST,1,5,37992,0,Multifamily Housing,Multifamily Housing,98.0,False,True,30.41,98122.0,-122.32818,107
Mid-Rise Multifamily,0662400000,MAGNOLIA / QUEEN ANNE,1,5,62876,0,"Medical Office, Multifamily Housing, Office, Parking, Restaurant",Multifamily Housing,,False,False,6.74,98199.0,-122.39992,20
Low-Rise Multifamily,0662430000,EAST,1,4,40562,0,"Multifamily Housing, Retail Store",Multifamily Housing,,False,True,28.47,98102.0,-122.32698,17
Mid-Rise Multifamily,0676000010,EAST,1,5,40489,0,Multifamily Housing,Multifamily Housing,98.0,False,True,66.44,98012.0,-122.32733,113
Low-Rise Multifamily,0676000070,EAST,1,3,34800,0,"Multifamily Housing, Parking",Multifamily Housing,55.0,False,False,6.1,98102.0,-122.32696,98
Low-Rise Multifamily,0676000100,EAST,1,3,28058,0,"Multifamily Housing, Parking",Multifamily Housing,,False,True,18.6,98102.0,-122.32649,95
High-Rise Multifamily,0687800000,DOWNTOWN,1,13,106066,0,"Multifamily Housing, Office",Multifamily Housing,61.0,False,True,145.35,98121.0,-122.35263,20
Mid-Rise Multifamily,0694000080,DOWNTOWN,1,9,86560,0,Multifamily Housing,Multifamily Housing,53.0,False,True,29.04,98121.0,-122.34354,98
High-Rise Multifamily,0694000115,DOWNTOWN,1,13,91600,12365,"Multifamily Housing, Office",Multifamily Housing,18.0,False,False,29.33,98121.0,-122.3438,45
Mid-Rise Multifamily,0694000130,DOWNTOWN,1,6,142063,0,"Multifamily Housing, Parking",Multifamily Housing,74.0,False,True,29.71,98121.0,-122.34328,22
Mid-Rise Multifamily,0695000005,DOWNTOWN,1,8,188717,53284,"Multifamily Housing, Parking",Multifamily Housing,85.0,False,True,50.46,98121.0,-122.35376,31
